,leagueId,number_of_teams,startId,endId,seasonId,status_code
1263,48783294,10,48357343,48857343,2019,200
1264,48783294,10,48357343,48857343,2020,200
1265,48787738,10,48357343,48857343,2019,200
1266,48787738,10,48357343,48857343,2020,200
1267,48788765,10,48357343,48857343,2019,200
1268,48788765,10,48357343,48857343,2020,200
1269,48789969,10,48357343,48857343,2019,200
1270,48789969,10,48357343,48857343,2020,200
1271,48791364,10,48357343,48857343,2019,200
1272,48791364,10,48357343,48857343,2020,200
1273,48806753,10,48357343,48857343,2019,200
1274,48806753,10,48357343,48857343,2020,200
1275,48807036,12,48357343,48857343,2019,200
1276,48807036,12,48357343,48857343,2020,200
1277,48812021,13,48357343,48857343,2019,200
1278,48812021,13,48357343,48857343,2020,200
1279,48813365,9,48357343,48857343,2019,200
1280,48813365,9,48357343,48857343,2020,200
1281,48813553,6,48357343,48857343,2019,200
1282,48813553,6,48357343,48857343,2020,200
1283,48814873,10,48357343,48857343,2019,200
1284,48814873,10,48357343,48857343,2020,200
1285,48822971,12,48357343,48857343,2019,200
1286,48822971,12,48357343,48857343,2020,200
1287,48825990,11,48357343,48857343,2019,200
