,leagueId,number_of_teams,startId,endId,seasonId,status_code
0,68996782,10,68990082,69000082,2019,200
0,68997359,10,68990082,69000082,2019,200
0,68997416,10,68990082,69000082,2019,200
0,68997617,9,68990082,69000082,2019,200
0,68997706,8,68990082,69000082,2019,200
0,68997733,4,68990082,69000082,2019,200
0,68997765,6,68990082,69000082,2019,200
0,68997842,8,68990082,69000082,2019,200
0,68997894,14,68990082,69000082,2019,200
0,68997956,10,68990082,69000082,2019,200
0,68998004,12,68990082,69000082,2019,200
0,68998329,10,68990082,69000082,2019,200
0,68998402,4,68990082,69000082,2019,200
0,68998415,10,68990082,69000082,2019,200
0,68998447,8,68990082,69000082,2019,200
0,68998611,10,68990082,69000082,2019,200
0,68999084,10,68990082,69000082,2019,200
0,68999315,8,68990082,69000082,2019,200
0,68999675,10,68990082,69000082,2019,200
0,42726979,4,42726845,42736845,2019,200
0,42727000,8,42726845,42736845,2019,200
0,42727005,8,42726845,42736845,2019,200
0,42727091,16,42726845,42736845,2019,200
0,42727312,8,42726845,42736845,2019,200
0,42727471,12,42726845,42736845,2019,200
0,42727753,12,42726845,42736845,2019,200
0,42727834,10,42726845,42736845,2019,200
0,42728065,8,42726845,42736845,2019,200
0,42728458,5,42726845,42736845,2019,200
0,42728654,10,42726845,42736845,2019,200
0,42728703,4,42726845,42736845,2019,200
0,42728979,8,42726845,42736845,2019,200
0,42729006,8,42726845,42736845,2019,200
0,42729023,10,42726845,42736845,2019,200
0,42729097,4,42726845,42736845,2019,200
0,42729227,6,42726845,42736845,2019,200
0,42729314,4,42726845,42736845,2019,200
0,42729547,10,42726845,42736845,2019,200
0,42729756,4,42726845,42736845,2019,200
0,42729772,8,42726845,42736845,2019,200
0,42730035,10,42726845,42736845,2019,200
0,42730072,4,42726845,42736845,2019,200
0,42730332,10,42726845,42736845,2019,200
0,42730531,10,42726845,42736845,2019,200
0,42730556,12,42726845,42736845,2019,200
0,42730908,8,42726845,42736845,2019,200
0,42731042,8,42726845,42736845,2019,200
0,42731056,9,42726845,42736845,2019,200
0,42731122,4,42726845,42736845,2019,200
0,42731353,16,42726845,42736845,2019,200
0,42731360,9,42726845,42736845,2019,200
0,42731853,10,42726845,42736845,2019,200
0,42732446,12,42726845,42736845,2019,200
0,42732556,10,42726845,42736845,2019,200
0,42732705,8,42726845,42736845,2019,200
0,42732852,10,42726845,42736845,2019,200
0,42732981,3,42726845,42736845,2019,200
0,42733014,8,42726845,42736845,2019,200
0,42733159,8,42726845,42736845,2019,200
0,42733232,10,42726845,42736845,2019,200
0,42733533,5,42726845,42736845,2019,200
0,42733660,10,42726845,42736845,2019,200
0,42733746,10,42726845,42736845,2019,200
0,42734089,8,42726845,42736845,2019,200
0,42734289,10,42726845,42736845,2019,200
0,42734459,10,42726845,42736845,2019,200
0,42734574,6,42726845,42736845,2019,200
0,42734742,6,42726845,42736845,2019,200
0,42734837,12,42726845,42736845,2019,200
0,42734977,10,42726845,42736845,2019,200
0,42735148,12,42726845,42736845,2019,200
0,42735206,8,42726845,42736845,2019,200
0,42735350,8,42726845,42736845,2019,200
0,42735613,10,42726845,42736845,2019,200
0,42735656,8,42726845,42736845,2019,200
0,42735835,10,42726845,42736845,2019,200
0,42735905,8,42726845,42736845,2019,200
0,42736023,5,42726845,42736845,2019,200
0,42736025,6,42726845,42736845,2019,200
0,42736043,10,42726845,42736845,2019,200
0,42736248,8,42726845,42736845,2019,200
0,42736472,8,42726845,42736845,2019,200
0,42736603,10,42726845,42736845,2019,200
0,42736961,8,42736845,42746845,2019,200
0,42737138,8,42736845,42746845,2019,200
0,42737322,11,42736845,42746845,2019,200
0,42737488,8,42736845,42746845,2019,200
0,42737742,12,42736845,42746845,2019,200
0,42737864,10,42736845,42746845,2019,200
0,42738161,8,42736845,42746845,2019,200
0,42738286,4,42736845,42746845,2019,200
0,42738304,8,42736845,42746845,2019,200
0,42738388,10,42736845,42746845,2019,200
0,42738406,6,42736845,42746845,2019,200
0,42738556,10,42736845,42746845,2019,200
0,42738647,8,42736845,42746845,2019,200
0,42738849,8,42736845,42746845,2019,200
0,42738930,10,42736845,42746845,2019,200
0,42739010,10,42736845,42746845,2019,200
0,42739137,14,42736845,42746845,2019,200
0,42739519,12,42736845,42746845,2019,200
0,42739790,8,42736845,42746845,2019,200
0,42740050,8,42736845,42746845,2019,200
0,42740132,7,42736845,42746845,2019,200
0,42740438,10,42736845,42746845,2019,200
0,42740677,12,42736845,42746845,2019,200
0,42740743,12,42736845,42746845,2019,200
0,42740766,12,42736845,42746845,2019,200
0,42740824,7,42736845,42746845,2019,200
0,42740858,8,42736845,42746845,2019,200
0,42740890,12,42736845,42746845,2019,200
0,42740988,14,42736845,42746845,2019,200
0,42741047,12,42736845,42746845,2019,200
0,42741052,6,42736845,42746845,2019,200
0,42741357,8,42736845,42746845,2019,200
0,42741526,8,42736845,42746845,2019,200
0,42741712,10,42736845,42746845,2019,200
0,42741982,8,42736845,42746845,2019,200
0,42742215,14,42736845,42746845,2019,200
0,42742356,10,42736845,42746845,2019,200
0,42742569,12,42736845,42746845,2019,200
0,42742582,9,42736845,42746845,2019,200
0,42743032,8,42736845,42746845,2019,200
0,42743274,10,42736845,42746845,2019,200
0,42743324,10,42736845,42746845,2019,200
0,42743329,12,42736845,42746845,2019,200
0,42743798,10,42736845,42746845,2019,200
0,42744021,13,42736845,42746845,2019,200
0,42744165,12,42736845,42746845,2019,200
0,42744436,10,42736845,42746845,2019,200
0,42744513,10,42736845,42746845,2019,200
0,42744529,10,42736845,42746845,2019,200
0,42744789,12,42736845,42746845,2019,200
0,42745112,4,42736845,42746845,2019,200
0,42745385,8,42736845,42746845,2019,200
0,42745718,7,42736845,42746845,2019,200
0,42745817,8,42736845,42746845,2019,200
0,42746092,8,42736845,42746845,2019,200
0,42746116,8,42736845,42746845,2019,200
0,42746215,10,42736845,42746845,2019,200
0,42746513,16,42736845,42746845,2019,200
0,42746833,11,42736845,42746845,2019,200
0,42746956,12,42746845,42756845,2019,200
0,42747477,4,42746845,42756845,2019,200
0,42747557,4,42746845,42756845,2019,200
0,42747608,6,42746845,42756845,2019,200
0,42747631,10,42746845,42756845,2019,200
0,42747841,9,42746845,42756845,2019,200
0,42747975,12,42746845,42756845,2019,200
0,42748322,10,42746845,42756845,2019,200
0,42748325,4,42746845,42756845,2019,200
0,42748391,14,42746845,42756845,2019,200
0,42748439,8,42746845,42756845,2019,200
0,42748446,12,42746845,42756845,2019,200
0,42748559,10,42746845,42756845,2019,200
0,42748660,10,42746845,42756845,2019,200
0,42748826,10,42746845,42756845,2019,200
0,42748831,4,42746845,42756845,2019,200
0,42749771,8,42746845,42756845,2019,200
0,42750261,4,42746845,42756845,2019,200
0,42750269,10,42746845,42756845,2019,200
0,42750401,18,42746845,42756845,2019,200
0,42750563,10,42746845,42756845,2019,200
0,42750593,10,42746845,42756845,2019,200
0,42750943,12,42746845,42756845,2019,200
0,42751022,10,42746845,42756845,2019,200
0,42751043,8,42746845,42756845,2019,200
0,42751228,8,42746845,42756845,2019,200
0,42751374,8,42746845,42756845,2019,200
0,42751402,10,42746845,42756845,2019,200
0,42751532,10,42746845,42756845,2019,200
0,42751672,11,42746845,42756845,2019,200
0,42751895,10,42746845,42756845,2019,200
0,42751935,8,42746845,42756845,2019,200
0,42751966,6,42746845,42756845,2019,200
0,42752079,12,42746845,42756845,2019,200
0,42752159,4,42746845,42756845,2019,200
0,42752257,12,42746845,42756845,2019,200
0,42752322,4,42746845,42756845,2019,200
0,42752497,10,42746845,42756845,2019,200
0,42752541,12,42746845,42756845,2019,200
0,42752637,10,42746845,42756845,2019,200
0,42752670,4,42746845,42756845,2019,200
0,42753077,10,42746845,42756845,2019,200
0,42753313,4,42746845,42756845,2019,200
0,42753597,10,42746845,42756845,2019,200
0,42753951,11,42746845,42756845,2019,200
0,42753972,8,42746845,42756845,2019,200
0,42754287,8,42746845,42756845,2019,200
0,42754526,10,42746845,42756845,2019,200
0,42754561,3,42746845,42756845,2019,200
0,42755031,12,42746845,42756845,2019,200
0,42755190,12,42746845,42756845,2019,200
0,42755267,12,42746845,42756845,2019,200
0,42755398,8,42746845,42756845,2019,200
0,42755617,12,42746845,42756845,2019,200
0,42755921,14,42746845,42756845,2019,200
0,42756175,13,42746845,42756845,2019,200
0,42756195,10,42746845,42756845,2019,200
0,42756353,12,42746845,42756845,2019,200
0,42756658,15,42746845,42756845,2019,200
0,42756737,10,42746845,42756845,2019,200
0,42756981,6,42756845,42766845,2019,200
0,42757018,10,42756845,42766845,2019,200
0,42757091,8,42756845,42766845,2019,200
0,42757218,8,42756845,42766845,2019,200
0,42757429,7,42756845,42766845,2019,200
0,42757445,10,42756845,42766845,2019,200
0,42757857,10,42756845,42766845,2019,200
0,42757887,8,42756845,42766845,2019,200
0,42757908,12,42756845,42766845,2019,200
0,42758195,10,42756845,42766845,2019,200
0,42758561,6,42756845,42766845,2019,200
0,42758723,8,42756845,42766845,2019,200
0,42758866,8,42756845,42766845,2019,200
0,42758934,15,42756845,42766845,2019,200
0,42758986,11,42756845,42766845,2019,200
0,42759117,10,42756845,42766845,2019,200
0,42759134,12,42756845,42766845,2019,200
0,42759323,10,42756845,42766845,2019,200
0,42759331,8,42756845,42766845,2019,200
0,42759673,6,42756845,42766845,2019,200
0,42759955,10,42756845,42766845,2019,200
0,42760415,6,42756845,42766845,2019,200
0,42760737,8,42756845,42766845,2019,200
0,42761119,16,42756845,42766845,2019,200
0,42761570,10,42756845,42766845,2019,200
0,42761601,12,42756845,42766845,2019,200
0,42761649,8,42756845,42766845,2019,200
0,42761683,6,42756845,42766845,2019,200
0,42761894,11,42756845,42766845,2019,200
0,42761993,8,42756845,42766845,2019,200
0,42762068,3,42756845,42766845,2019,200
0,42762189,12,42756845,42766845,2019,200
0,42762208,8,42756845,42766845,2019,200
0,42762497,10,42756845,42766845,2019,200
0,42762615,6,42756845,42766845,2019,200
0,42762689,4,42756845,42766845,2019,200
0,42762962,11,42756845,42766845,2019,200
0,42762997,10,42756845,42766845,2019,200
0,42763172,10,42756845,42766845,2019,200
0,42763230,4,42756845,42766845,2019,200
0,42763557,12,42756845,42766845,2019,200
0,42763626,6,42756845,42766845,2019,200
0,42763749,8,42756845,42766845,2019,200
0,42763758,4,42756845,42766845,2019,200
0,42763766,8,42756845,42766845,2019,200
0,42763950,8,42756845,42766845,2019,200
0,42763956,12,42756845,42766845,2019,200
0,42764062,10,42756845,42766845,2019,200
0,42764223,10,42756845,42766845,2019,200
0,42764272,10,42756845,42766845,2019,200
0,42764770,8,42756845,42766845,2019,200
0,42765040,12,42756845,42766845,2019,200
0,42765098,4,42756845,42766845,2019,200
0,42765373,12,42756845,42766845,2019,200
0,42765434,4,42756845,42766845,2019,200
0,42765552,12,42756845,42766845,2019,200
0,42765658,6,42756845,42766845,2019,200
0,42765664,10,42756845,42766845,2019,200
0,42765772,10,42756845,42766845,2019,200
0,42765842,4,42756845,42766845,2019,200
0,42765921,10,42756845,42766845,2019,200
0,42766028,6,42756845,42766845,2019,200
0,42766069,10,42756845,42766845,2019,200
0,42766470,10,42756845,42766845,2019,200
0,42766485,7,42756845,42766845,2019,200
0,42766675,10,42756845,42766845,2019,200
0,42766738,8,42756845,42766845,2019,200
0,42766790,4,42756845,42766845,2019,200
0,42766914,4,42766845,42776845,2019,200
0,42766966,12,42766845,42776845,2019,200
0,42767300,8,42766845,42776845,2019,200
0,42767355,10,42766845,42776845,2019,200
0,42767687,8,42766845,42776845,2019,200
0,42767709,3,42766845,42776845,2019,200
0,42768079,8,42766845,42776845,2019,200
0,42768389,8,42766845,42776845,2019,200
0,42768410,8,42766845,42776845,2019,200
0,42768435,12,42766845,42776845,2019,200
0,42768485,6,42766845,42776845,2019,200
0,42768533,9,42766845,42776845,2019,200
0,42768656,6,42766845,42776845,2019,200
0,42768821,12,42766845,42776845,2019,200
0,42768828,10,42766845,42776845,2019,200
0,42769217,12,42766845,42776845,2019,200
0,42769318,8,42766845,42776845,2019,200
0,42769355,10,42766845,42776845,2019,200
0,42769459,4,42766845,42776845,2019,200
0,42769484,8,42766845,42776845,2019,200
0,42769706,6,42766845,42776845,2019,200
0,42769896,4,42766845,42776845,2019,200
0,42770184,10,42766845,42776845,2019,200
0,42770275,12,42766845,42776845,2019,200
0,42770404,14,42766845,42776845,2019,200
0,42770704,4,42766845,42776845,2019,200
0,42770918,2,42766845,42776845,2019,200
0,42771101,8,42766845,42776845,2019,200
0,42771163,10,42766845,42776845,2019,200
0,42771427,10,42766845,42776845,2019,200
0,42772023,8,42766845,42776845,2019,200
0,42772054,10,42766845,42776845,2019,200
0,42772070,4,42766845,42776845,2019,200
0,42772203,10,42766845,42776845,2019,200
0,42772329,10,42766845,42776845,2019,200
0,42772376,9,42766845,42776845,2019,200
0,42772638,10,42766845,42776845,2019,200
0,42773056,8,42766845,42776845,2019,200
0,42773166,12,42766845,42776845,2019,200
0,42773451,10,42766845,42776845,2019,200
0,42773585,5,42766845,42776845,2019,200
0,42774145,10,42766845,42776845,2019,200
0,42774161,6,42766845,42776845,2019,200
0,42774922,10,42766845,42776845,2019,200
0,42774987,12,42766845,42776845,2019,200
0,42775125,12,42766845,42776845,2019,200
0,42775482,10,42766845,42776845,2019,200
0,42775638,9,42766845,42776845,2019,200
0,42775663,12,42766845,42776845,2019,200
0,42775672,10,42766845,42776845,2019,200
0,42775675,10,42766845,42776845,2019,200
0,42775799,11,42766845,42776845,2019,200
0,42776494,10,42766845,42776845,2019,200
0,42776760,8,42766845,42776845,2019,200
0,42776894,8,42776845,42786845,2019,200
0,42776933,10,42776845,42786845,2019,200
0,42777256,8,42776845,42786845,2019,200
0,42777865,12,42776845,42786845,2019,200
0,42777955,10,42776845,42786845,2019,200
0,42778133,12,42776845,42786845,2019,200
0,42778225,12,42776845,42786845,2019,200
0,42778536,10,42776845,42786845,2019,200
0,42779023,10,42776845,42786845,2019,200
0,42779172,12,42776845,42786845,2019,200
0,42779371,10,42776845,42786845,2019,200
0,42779713,4,42776845,42786845,2019,200
0,42779933,6,42776845,42786845,2019,200
0,42779946,10,42776845,42786845,2019,200
0,42780459,8,42776845,42786845,2019,200
0,42780491,10,42776845,42786845,2019,200
0,42780733,10,42776845,42786845,2019,200
0,42780780,10,42776845,42786845,2019,200
0,42781041,10,42776845,42786845,2019,200
0,42781125,8,42776845,42786845,2019,200
0,42781135,10,42776845,42786845,2019,200
0,42781161,12,42776845,42786845,2019,200
0,42781185,10,42776845,42786845,2019,200
0,42781212,8,42776845,42786845,2019,200
0,42781221,9,42776845,42786845,2019,200
0,42781319,12,42776845,42786845,2019,200
0,42781354,10,42776845,42786845,2019,200
0,42781373,12,42776845,42786845,2019,200
0,42781853,8,42776845,42786845,2019,200
0,42782066,4,42776845,42786845,2019,200
0,42782101,12,42776845,42786845,2019,200
0,42782122,4,42776845,42786845,2019,200
0,42782539,12,42776845,42786845,2019,200
0,42782664,10,42776845,42786845,2019,200
0,42782805,6,42776845,42786845,2019,200
0,42782938,10,42776845,42786845,2019,200
0,42783428,10,42776845,42786845,2019,200
0,42783722,4,42776845,42786845,2019,200
0,42783863,8,42776845,42786845,2019,200
0,42784040,8,42776845,42786845,2019,200
0,42784085,10,42776845,42786845,2019,200
0,42784105,6,42776845,42786845,2019,200
0,42784151,8,42776845,42786845,2019,200
0,42784219,10,42776845,42786845,2019,200
0,42785169,4,42776845,42786845,2019,200
0,42785191,10,42776845,42786845,2019,200
0,42785457,12,42776845,42786845,2019,200
0,42785895,10,42776845,42786845,2019,200
0,42785953,8,42776845,42786845,2019,200
0,42786240,4,42776845,42786845,2019,200
0,42786279,8,42776845,42786845,2019,200
0,42786526,8,42776845,42786845,2019,200
0,42786771,8,42776845,42786845,2019,200
0,42786843,8,42776845,42786845,2019,200
0,42786895,4,42786845,42796845,2019,200
0,42786896,8,42786845,42796845,2019,200
0,42786916,11,42786845,42796845,2019,200
0,42787037,10,42786845,42796845,2019,200
0,42787116,6,42786845,42796845,2019,200
0,42787681,8,42786845,42796845,2019,200
0,42788036,9,42786845,42796845,2019,200
0,42788230,12,42786845,42796845,2019,200
0,42788402,6,42786845,42796845,2019,200
0,42788515,6,42786845,42796845,2019,200
0,42788576,10,42786845,42796845,2019,200
0,42788586,10,42786845,42796845,2019,200
0,42788638,4,42786845,42796845,2019,200
0,42788661,10,42786845,42796845,2019,200
0,42788857,10,42786845,42796845,2019,200
0,42788860,10,42786845,42796845,2019,200
0,42789045,8,42786845,42796845,2019,200
0,42789185,10,42786845,42796845,2019,200
0,42789288,10,42786845,42796845,2019,200
0,42789411,8,42786845,42796845,2019,200
0,42789508,10,42786845,42796845,2019,200
0,42789701,8,42786845,42796845,2019,200
0,42789721,10,42786845,42796845,2019,200
0,42790007,8,42786845,42796845,2019,200
0,42790156,10,42786845,42796845,2019,200
0,42790396,8,42786845,42796845,2019,200
0,42790531,8,42786845,42796845,2019,200
0,42790864,7,42786845,42796845,2019,200
0,42791499,10,42786845,42796845,2019,200
0,42791532,9,42786845,42796845,2019,200
0,42791738,12,42786845,42796845,2019,200
0,42791854,10,42786845,42796845,2019,200
0,42792043,14,42786845,42796845,2019,200
0,42792418,12,42786845,42796845,2019,200
0,42792704,8,42786845,42796845,2019,200
0,42792756,8,42786845,42796845,2019,200
0,42792809,10,42786845,42796845,2019,200
0,42793069,10,42786845,42796845,2019,200
0,42793253,10,42786845,42796845,2019,200
0,42793285,12,42786845,42796845,2019,200
0,42793687,8,42786845,42796845,2019,200
0,42793786,10,42786845,42796845,2019,200
0,42794326,10,42786845,42796845,2019,200
0,42794376,10,42786845,42796845,2019,200
0,42794682,13,42786845,42796845,2019,200
0,42794817,10,42786845,42796845,2019,200
0,42795159,8,42786845,42796845,2019,200
0,42795669,7,42786845,42796845,2019,200
0,42795809,8,42786845,42796845,2019,200
0,42795814,6,42786845,42796845,2019,200
0,42795882,12,42786845,42796845,2019,200
0,42795983,6,42786845,42796845,2019,200
0,42796348,10,42786845,42796845,2019,200
0,42796465,10,42786845,42796845,2019,200
0,42796529,10,42786845,42796845,2019,200
0,42796668,13,42786845,42796845,2019,200
0,42796885,6,42796845,42806845,2019,200
0,42796899,14,42796845,42806845,2019,200
0,42797180,10,42796845,42806845,2019,200
0,42797569,3,42796845,42806845,2019,200
0,42797596,10,42796845,42806845,2019,200
0,42797644,4,42796845,42806845,2019,200
0,42797797,4,42796845,42806845,2019,200
0,42797920,12,42796845,42806845,2019,200
0,42798009,10,42796845,42806845,2019,200
0,42798419,6,42796845,42806845,2019,200
0,42798968,6,42796845,42806845,2019,200
0,42799076,6,42796845,42806845,2019,200
0,42799358,12,42796845,42806845,2019,200
0,42799492,12,42796845,42806845,2019,200
0,42799511,8,42796845,42806845,2019,200
0,42799736,10,42796845,42806845,2019,200
0,42799739,8,42796845,42806845,2019,200
0,42800496,10,42796845,42806845,2019,200
0,42800599,12,42796845,42806845,2019,200
0,42801051,10,42796845,42806845,2019,200
0,42801319,9,42796845,42806845,2019,200
0,42801555,10,42796845,42806845,2019,200
0,42801836,10,42796845,42806845,2019,200
0,42801944,8,42796845,42806845,2019,200
0,42802114,6,42796845,42806845,2019,200
0,42802264,4,42796845,42806845,2019,200
0,42802374,8,42796845,42806845,2019,200
0,42802456,6,42796845,42806845,2019,200
0,42803400,6,42796845,42806845,2019,200
0,42803770,11,42796845,42806845,2019,200
0,42803790,9,42796845,42806845,2019,200
0,42803966,10,42796845,42806845,2019,200
0,42804191,2,42796845,42806845,2019,200
0,42804201,8,42796845,42806845,2019,200
0,42804540,6,42796845,42806845,2019,200
0,42804564,5,42796845,42806845,2019,200
0,42804608,6,42796845,42806845,2019,200
0,42804689,8,42796845,42806845,2019,200
0,42805538,10,42796845,42806845,2019,200
0,42805621,6,42796845,42806845,2019,200
0,42805775,12,42796845,42806845,2019,200
0,42806204,10,42796845,42806845,2019,200
0,42806389,10,42796845,42806845,2019,200
0,42806560,10,42796845,42806845,2019,200
0,50984650,12,50984547,50994547,2019,200
0,50984664,15,50984547,50994547,2019,200
0,50984857,8,50984547,50994547,2019,200
0,50985115,10,50984547,50994547,2019,200
0,50985174,12,50984547,50994547,2019,200
0,50985259,11,50984547,50994547,2019,200
0,50985515,4,50984547,50994547,2019,200
0,50985654,4,50984547,50994547,2019,200
0,50986168,12,50984547,50994547,2019,200
0,50986172,10,50984547,50994547,2019,200
0,50986368,12,50984547,50994547,2019,200
0,50986405,6,50984547,50994547,2019,200
0,50986513,4,50984547,50994547,2019,200
0,50986727,14,50984547,50994547,2019,200
0,50986978,6,50984547,50994547,2019,200
0,50987549,4,50984547,50994547,2019,200
0,50987941,4,50984547,50994547,2019,200
0,50987994,4,50984547,50994547,2019,200
0,50988066,8,50984547,50994547,2019,200
0,50988412,10,50984547,50994547,2019,200
0,50988433,9,50984547,50994547,2019,200
0,50988477,13,50984547,50994547,2019,200
0,50988948,10,50984547,50994547,2019,200
0,50989019,10,50984547,50994547,2019,200
0,50989136,8,50984547,50994547,2019,200
0,50989141,4,50984547,50994547,2019,200
0,50989447,9,50984547,50994547,2019,200
